"alpha_0","alpha_7","alpha_14","alpha_21","alpha_28","alpha_35","alpha_42","alpha_49","alpha_56","alpha_63","alpha_70","alpha_77","alpha_84","alpha_91","alpha_98","alpha_105","alpha_112","alpha_119","elu_0","elu_30","elu_60","elu_90","elu_120","elu_150","elu_180","elu_210","elu_240","elu_270","elu_300","elu_330","elu_360","elu_390","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_90","cdc15_110","cdc15_130","cdc15_150","cdc15_170","cdc15_190","cdc15_210","cdc15_230","cdc15_250","cdc15_270","cdc15_290","spo_0","spo_2","spo_5","spo_7","spo_9","spo_11","spo5_2","spo5_7","spo5_11","spo__early","spo__mid","heat_0","heat_10","heat_20","heat_40","heat_80","heat_160","dtt_15","dtt_30","dtt_60","dtt_120","cold_0","cold_20","cold_40","cold_160","diau_540","diau_660","diau_780","diau_900","diau_1020","diau_1140","diau_1260","class"
0.4,0.24,0.29,0.28,0.15,0.2,0.26,0.16,0.1,0.07,0.04,0.04,-0.03,-0.18,-0.09,-0.22,0.23,0.01,-0.45,0.11,-0.14,-0.69,-0.74,-0.6,-0.4,-0.18,0.04,-0.04,-0.29,0.03,0.14,-0.1,-0.18,-0.03,-0.12,-0.51,-0.62,-0.97,-0.34,-0.34,-0.4,-0.56,-0.4,0.23,-0.62,-0.47,-0.34,-0.23,-0.18,-0.71,-0.69,-0.62,-0.36,0.58,-0.58,0.04,-0.23,-0.49,-0.01,0.77,0.57,0.15,0.46,0.14,-0.45,-0.06,-0.22,-0.69,0.15,0.7,1.01,0.76,-0.71,-0.32,-0.07,-0.38,-0.47,0.64,0.9,GO0015171@GO0005886@GO0006865
-0.12,,-0.23,-0.54,-0.17,-0.04,,-0.12,-0.17,-0.23,-0.47,-0.07,-0.22,-0.49,-0.47,-0.45,-0.32,-0.27,0.59,-0.51,-0.38,-0.36,-0.36,-0.76,-0.62,-0.84,-0.69,-0.74,-0.51,-0.22,-0.74,-0.3,0.16,0.01,-0.43,-0.54,-0.43,-0.49,-0.79,-0.79,-0.62,-0.67,-0.27,0.11,-0.67,-0.86,-0.58,0.04,-0.4,-0.1,-0.79,-0.74,-0.45,-0.42,-0.43,-0.51,-0.29,0.16,0.16,-0.12,-0.17,-0.03,-0.18,0.18,-0.32,-0.3,-0.23,-0.34,-0.04,0.68,-0.18,0.23,-0.03,0.08,0.49,0.18,-0.2,0.51,0.23,GO0003674@GO0005634@GO0030466
-0.04,-0.17,0.16,-0.12,0.33,0.14,0.07,-0.38,-0.32,0.03,-0.14,-0.22,-0.12,-0.38,-0.29,-0.29,0.06,0.32,-0.14,-0.51,-0.38,-0.62,-0.42,-0.49,-0.56,-0.25,-0.25,-0.43,-0.62,-0.03,-0.1,-0.38,-0.15,0.03,0.06,-0.18,-0.22,-0.25,-0.14,0.23,-0.38,-0.27,-0.34,0.01,0.12,-0.22,0.04,-0.32,-0.38,-0.54,-0.79,-0.74,-0.71,0.03,-0.43,-0.4,-0.36,-0.62,-0.2,-0.18,0.54,0.14,-0.07,0.11,0.04,0.01,-0.15,-0.14,-0.09,0.81,0.21,-0.25,-0.43,0.08,0.44,-0.22,0.15,0.87,0.81,GO0016491@GO0005739@GO0031314@GO0018063@GO0007006
0.07,0.39,-0.09,-0.17,-0.36,-0.3,-0.23,-0.14,0.18,-0.29,-0.22,-0.34,-0.2,-0.6,0.04,-0.04,0.14,0.39,-0.09,-0.71,-0.51,-0.23,-0.56,0.4,-0.51,-0.71,-0.42,-0.17,-0.94,-0.76,-0.47,-0.81,-0.29,-0.43,-0.12,1.23,0.14,-0.25,-0.38,-0.29,-0.79,-1.29,0.64,0.31,-1,0.03,-0.58,-0.6,-0.18,-0.14,-0.47,-0.54,-0.84,-0.04,-0.62,-1,0.56,0.11,-0.15,0.01,-0.14,-0.07,-0.03,0.69,-0.84,-0.43,-0.79,-0.54,-0.06,0.66,0.9,0.42,-0.6,-0.58,0.26,-0.14,-0.32,1.23,0.76,GO0003674@GO0005634@GO0006281
1.46,0.24,-0.03,0.39,-0.3,-0.07,0.16,0.06,0.07,-0.42,-0.14,-0.04,-0.03,-0.45,-0.23,-0.3,-0.01,-0.18,0.19,-0.07,-0.3,0.26,-0.09,-0.17,-0.07,-0.25,-0.76,-0.38,-0.2,-0.43,-0.6,-0.18,-0.27,-0.1,-0.12,-0.47,-0.43,-0.09,-0.18,0.63,-0.25,-0.69,-0.58,-0.36,-0.27,-0.51,-0.18,-0.38,0.1,0.04,-0.17,-0.32,0.03,0.11,-0.64,-0.6,-0.06,0.19,0.1,0.39,0.37,0.12,-0.09,0.3,-0.54,-0.42,-0.36,-0.43,0.08,0.55,0.62,0.51,-0.23,-0.51,,-0.51,-0.25,0.7,0.34,GO0008409@GO0003684@GO0005634@GO0006302
0.14,0.1,0.36,-0.1,0.18,-0.06,0.36,0.16,0.12,,-0.43,-0.12,,0.1,-0.17,0.01,0.15,-0.09,-0.06,-0.34,-0.38,-0.25,-0.07,-0.49,-0.45,-0.34,-0.45,-0.69,-0.62,-0.51,-0.71,-0.34,-0.29,-0.51,-0.34,-0.4,-0.64,-0.18,-0.49,0.03,-0.3,-0.51,-0.76,-0.32,-0.71,-0.56,-0.62,-0.34,-0.56,-0.45,-0.49,-0.15,-0.56,-0.56,-0.4,-0.18,-1.4,0.62,-0.17,-0.25,0.32,0.1,0.01,0.44,-0.84,-0.56,-0.36,-0.15,-0.07,0.66,0.68,0.37,-0.27,-0.07,0.08,-0.27,-0.23,0.39,-0.01,GO0003674@GO0005739@GO0005829@GO0009228@GO0000002
-0.04,0.15,0.15,0.16,0.03,0.16,0.08,0.08,0.04,-0.23,0.18,-0.27,,-0.12,0.15,-0.1,,-0.07,-0.07,-0.54,-0.49,-0.43,-0.29,-0.32,-0.06,-0.22,-0.1,-0.3,-0.15,-0.43,-0.6,-0.18,-0.4,-0.03,0.14,-0.2,-0.38,-0.23,-0.43,0.84,-0.06,-0.4,-0.49,0.16,-0.76,-0.79,-0.38,-0.06,-1.29,-0.74,-0.62,-0.27,-0.42,-0.69,0.56,,-1.47,-0.36,-0.04,0.39,0.29,0.51,0.33,0.36,-0.56,-0.12,-0.71,-0.56,-0.14,0.6,0.37,0.26,-0.22,0.26,-0.07,-0.22,-0.32,0.42,0.1,GO0003939@GO0005575@GO0006000@GO0006013
0.04,-0.58,-0.38,-0.43,-0.29,-0.14,-0.43,-0.56,-0.38,-0.12,-0.06,0.08,-0.67,-0.3,0.29,-0.03,-0.6,-0.07,-0.22,-0.49,-0.3,0.26,-0.29,-0.15,0.12,-0.09,-0.22,-0.01,-0.36,-0.25,-1,,-0.29,-0.4,-0.34,1.64,-0.58,0.18,-0.43,-0.29,1.06,-0.42,-0.84,-0.97,-0.79,-0.69,-0.89,-0.4,-0.34,0.11,-0.12,0.07,-0.12,-0.45,-0.47,-0.62,0.24,0.03,0.07,0.1,-0.89,0.9,0.3,0.93,-1.69,-0.43,-0.74,-0.49,0.59,-0.22,1.33,0.89,-0.14,0.07,-0.29,-0.45,-0.36,-1.06,-0.49,GO0003674@GO0005830@GO0005739@GO0005829@GO0006448
-0.56,-0.29,-0.15,-0.36,-0.07,-0.23,-0.03,-0.12,-0.01,-0.25,-0.25,0.18,-0.14,-0.15,0.07,-0.01,-0.09,-0.12,0.15,-0.56,-0.51,-0.22,-0.17,-0.06,0.03,-0.32,-0.14,-0.04,-0.58,0.06,0.06,-0.12,-0.74,-0.45,-0.49,-0.56,-0.45,-0.03,-0.74,-0.42,-0.58,-0.6,-0.84,-0.12,-0.64,-0.79,-0.6,-0.34,-0.79,-0.51,0.06,-0.09,-0.17,-0.74,0.24,-0.01,-0.14,0.29,0.57,0.76,0.29,1.11,0.28,0.82,-0.69,-0.58,-0.69,0.33,0.53,0.08,1.27,0.84,0.11,0.07,0.1,,0.15,0.04,-0.1,GO0005515@GO0000145@GO0005934@GO0005935@GO0000131@GO0007121@GO0006906@GO0006904@GO0000910@GO0006887@GO0006893
0.08,-0.22,-0.23,-0.51,0.04,-0.42,-0.01,0.03,0.04,-0.2,0.04,-0.1,-0.49,-0.3,0.37,-0.14,-0.69,-0.07,-0.27,-0.45,-0.23,-0.25,-0.04,-0.22,-0.14,-0.71,-0.03,0.12,-0.54,-0.45,-1.09,-0.14,-0.14,-0.18,-0.14,,-0.27,-0.23,-0.49,1.29,-0.97,-0.38,-0.67,0.07,-1.25,-0.64,-0.81,-0.47,-0.38,-0.36,-0.49,-0.4,-0.3,-0.47,-0.03,-0.07,-0.36,-0.23,0.46,0.3,-0.17,1.21,0.91,1.57,-1.32,-0.49,-0.81,-0.84,0.51,0.68,1.22,0.73,-0.01,0.07,0.06,-0.09,-0.49,-0.34,-0.36,GO0005198@GO0005789@GO0030127@GO0019898@GO0006914@GO0006901@GO0016192
0.3,-0.4,-0.04,-0.12,-0.06,0.14,0.26,0.08,0.01,,0.04,-0.01,-0.07,,0.19,0.18,0.26,,0.14,0.11,0.18,0.32,0.24,-0.04,-0.04,-0.1,-0.09,-0.2,-0.1,-0.03,-0.17,0.16,-0.3,-0.6,-0.54,0.11,0.3,0.03,-0.01,-0.22,-0.23,0.1,-0.04,-0.84,-0.04,-0.34,-0.18,-0.34,-0.27,-0.25,-0.43,-0.32,0.3,-0.3,-0.27,-0.04,0.01,-0.03,0.23,0.15,0.3,1.27,0.95,1.52,-0.25,-0.49,-0.12,0.14,0.41,0.55,1.16,0.9,-0.01,0.07,0.01,-0.22,-0.49,-0.36,-0.51,GO0015079@GO0005886@GO0030007
0.4,0.24,0.7,0.49,0.36,0.55,0.29,-0.03,0.16,0.06,0.9,0.07,0.01,-0.25,0.72,0.34,0.25,-0.27,-0.58,-0.42,-0.17,-0.07,-0.27,-0.56,-0.45,-0.15,-0.04,-0.25,-0.56,-0.3,-0.23,-0.09,0.14,-0.18,-0.1,0.16,0.19,-0.17,0.1,-0.14,-0.15,-0.07,-0.34,-0.36,-0.18,-0.1,-0.27,-0.51,-0.94,-0.51,-0.62,-0.79,-0.97,-0.25,-0.15,-0.71,-0.45,0.16,-0.06,0.56,0.41,1.37,-0.04,1.28,-0.27,-0.86,-0.25,-0.2,0.34,0.32,1.24,1.18,-0.01,-0.1,-0.12,-0.38,-0.62,-0.2,-0.36,GO0030528@GO0016591@GO0005737@GO0006350@GO0006979
-0.22,-0.29,-0.27,-0.07,-0.01,-0.14,-0.03,0.28,-0.29,0.01,-0.17,0.19,-0.03,-0.06,0.18,-0.09,-0.32,0.04,-0.01,-0.07,-0.04,0.25,0.03,-0.06,0.4,-0.07,0.18,0.32,-0.36,0.07,-0.06,-0.17,-0.34,0.18,0.23,-0.09,-0.17,-0.12,-0.04,-0.42,-0.03,-0.2,-0.47,0.11,-0.38,-0.2,-0.51,,,-0.1,-0.18,-0.07,-0.15,-0.09,0.12,-0.1,-0.4,-0.17,0.04,0.25,0.33,1.17,0.23,0.82,-0.58,-0.54,-0.84,-0.27,0.46,0.36,0.96,0.9,-0.06,-0.15,-0.2,-0.32,-0.45,-0.34,-0.81,GO0000175@GO0016593@GO0030015@GO0005737@GO0000288@GO0006368@GO0000289@GO0007089@GO0042493@GO0006357
-0.3,0.06,,-0.23,-0.4,-0.07,-0.34,-0.22,0.15,0.15,0.42,0.1,1.22,-0.43,0.01,0.44,-0.32,-0.17,-0.12,-0.1,0.04,-0.07,-0.14,-0.12,0.15,-0.15,-0.15,-0.47,0.03,-0.6,-0.43,-0.23,-0.36,0.03,0.04,0.03,-0.76,-0.36,0.28,0.65,0.2,-1.43,-0.71,-0.17,-1.74,-0.76,-0.84,-0.25,0.16,-0.07,-0.01,-0.38,-0.42,0.57,-0.03,-0.17,0.49,0.03,0.16,0.11,0.26,-0.07,-0.12,1.19,-1.18,-0.17,-0.86,-0.45,0.37,0.9,0.78,0.6,-0.07,0.31,0.04,-0.12,-0.22,-0.36,-0.67,GO0003674@GO0030134@GO0030137@GO0006888@GO0006890@GO0006621
-0.3,-0.67,-0.56,-0.12,-0.45,-0.49,-0.32,-0.38,-0.22,0.14,-0.38,-0.07,-0.62,-0.4,-0.69,0.03,-0.54,-0.09,-0.64,-0.23,-0.03,-0.03,-0.04,-0.22,-0.15,-0.09,-0.14,-0.03,-0.3,-0.2,-0.18,-0.06,-0.06,-0.03,0.07,-0.3,-0.64,-0.25,-0.38,0.04,0.11,-0.45,-0.51,-0.12,-0.79,-0.38,-0.54,-0.47,,0.28,0.28,,-0.67,-0.58,-0.89,-0.84,,0.87,0.07,-0.18,0.14,0.07,-0.01,0.58,-0.67,-0.14,-0.62,-0.27,-0.3,0.82,0.41,0.38,-0.34,-0.47,-0.06,-0.29,-0.23,-0.18,-0.45,GO0004402@GO0043565@GO0005634@GO0006281@GO0006338@GO0006358
0.15,-0.09,-0.56,-0.56,-0.07,-0.29,-0.09,0.23,0.07,-0.14,-0.2,-0.1,-0.25,-0.15,-0.2,-0.1,-0.27,-0.04,0.1,-0.17,-0.43,-0.03,-0.42,-0.42,-0.03,-0.36,0.03,0.04,-0.29,-0.12,-1.43,-0.25,-0.34,0.3,,0.26,-1.03,-0.43,-0.42,0.51,0.32,-2.06,-0.27,0.06,-0.4,0.03,-0.51,-0.64,-0.4,-0.1,-0.4,-0.51,-0.25,-0.36,-0.71,-1.32,0.06,0.82,0.56,0.1,0.37,0.38,-0.86,0.93,-0.69,-0.27,-0.54,-0.6,0.14,0.9,0.85,0.38,-0.4,-0.67,-0.47,-0.64,-0.74,-0.14,-0.67,GO0003674@GO0005634@GO0006348
0.06,0.73,0.24,-0.34,0.5,-0.25,0.11,,0.3,0.03,0.29,-0.64,0.25,-0.47,1.28,-0.18,-0.12,-0.07,0.26,-0.81,0.56,-0.1,0.07,-0.42,0.51,-0.62,-0.84,-0.58,-0.74,-0.71,-1.64,-0.62,-0.47,-0.12,-0.22,0.31,0.16,0.16,-0.06,-0.18,-0.04,0.04,-0.07,-0.34,-0.4,-0.29,-0.49,-0.36,-0.17,-0.25,,0.06,-0.14,-0.32,-0.03,-0.12,-0.29,-0.23,0.04,0.1,0.12,0.19,-0.4,1.13,-0.58,-0.56,-0.84,-1.03,0.28,0.82,0.77,0.3,-0.04,-0.01,-0.18,-0.47,-0.54,-0.38,-0.58,GO0008565@GO0005743@GO0016021@GO0008535
0.16,0.37,,0.37,0.49,-0.01,0.4,0.39,-0.09,0.01,0.38,0.21,0.16,-0.22,0.9,-0.38,-0.07,-0.17,0.23,-0.79,-0.23,-0.29,-0.07,-0.25,-0.29,-0.56,-0.67,-0.64,-0.56,-1.12,-1.6,-0.86,-0.69,0.11,-0.3,-0.18,-0.27,-0.09,0.1,-0.06,,-0.45,-0.51,-0.06,0.16,-0.07,-0.12,-0.32,-0.43,-0.04,0.21,0.23,0.23,-0.14,0.2,-0.18,-0.71,-0.17,0.14,0.44,0.24,0.24,-0.17,1.4,-0.76,-0.49,-0.69,-0.74,0.56,1.06,1.02,0.7,0.01,0.03,-0.09,-0.3,-0.47,-0.69,-0.67,GO0005100@GO0004871@GO0005739@GO0005622@GO0007264@GO0030468@GO0000226@GO0030036@GO0007047@GO0007117
0.32,0.19,0.16,0.15,0.01,0.11,0.26,0.12,0.04,0.19,,0.07,0.14,0.01,0.06,0.01,0.19,0.06,-0.12,-0.09,-0.09,-0.42,-0.3,-0.27,-0.25,-0.23,0.16,0.26,-0.2,0.19,0.12,-0.17,-0.56,0.01,-0.18,-0.54,-0.45,-0.89,-0.17,0.08,-0.22,-0.4,-0.42,0.38,-0.51,-0.4,-0.4,-0.25,-0.42,-0.42,-0.51,-0.56,-0.47,0.15,-0.25,-0.18,-0.32,-0.04,0.11,-0.22,0.11,0.46,-0.36,0.6,-0.81,-0.25,-0.42,-0.81,0.36,0.66,0.71,0.58,0.04,0.11,-0.04,-0.45,-0.22,-0.32,-0.32,GO0005515@GO0005643@GO0030029@GO0007067@GO0006611@GO0006406
-0.09,1.9,0.23,0.54,0.29,-0.09,-0.27,0.39,0.07,-0.01,-0.14,-0.4,0.16,-0.51,0.73,-0.15,-0.06,0.16,-0.14,-0.51,-0.27,-0.12,0.12,0.21,-0.17,-0.89,-0.43,-1.29,-0.3,-1.32,-1.32,-1.36,-0.58,-0.25,-0.32,0.32,-0.14,0.01,-0.62,0.03,0.06,-0.36,0.1,0.16,-0.84,-0.14,-0.69,-0.34,-0.56,-0.94,-0.34,-0.2,-0.32,-0.12,0.2,0.19,0.2,0.3,0.38,,0.52,0.44,-0.71,-0.04,-1.43,-0.49,-1.03,-0.69,-0.06,0.96,0.63,0.7,-0.38,-0.49,-0.34,-0.42,-0.01,-0.07,-0.51,GO0008094@GO0016586@GO0006302@GO0031055@GO0043044@GO0006368@GO0007059@GO0007010@GO0007126
-0.09,0.55,0.19,0.5,,-0.51,-0.04,0.3,-0.01,0.14,0.48,0.18,-0.01,-0.14,0.55,0.21,-0.3,0.06,0.74,-1.09,-0.51,-0.03,-0.47,-0.38,-0.06,-0.71,-0.4,-0.4,-0.74,-0.86,-1.12,-0.45,-0.07,-0.42,-0.3,-0.38,-0.54,-0.27,-0.38,0.06,-0.09,-0.45,-0.45,0.44,-0.58,-0.22,-0.43,-0.07,0.68,0.21,0.06,-0.29,-0.1,0.63,-0.32,-0.12,0.64,0.11,0.44,-0.23,0.29,0.57,-0.14,0.84,-1,-0.23,-0.74,-0.43,0.33,0.68,1.28,0.12,,0.42,0.01,-0.1,-0.45,0.14,-0.04,GO0004039@GO0004847@GO0005737@GO0000256@GO0019627
-0.36,-0.12,-0.4,0.15,-0.17,0.24,-0.17,-0.04,-0.3,-0.22,-0.36,-0.07,-0.27,-0.03,-0.42,-0.03,0.07,-0.07,0.49,0.11,0.1,0.03,0.39,0.4,-0.04,-0.03,0.16,-0.07,0.19,-0.03,-0.03,0.1,-0.07,,-0.06,-0.07,-0.25,-0.32,-0.2,-0.36,-0.27,-0.14,-0.34,-1.25,-0.45,-0.58,-0.56,0.11,-0.51,-0.58,-0.64,-0.51,-0.54,0.15,-0.17,-0.03,0.2,-0.17,0.08,-0.06,0.24,0.08,-0.34,0.06,-1,-0.25,-0.97,-0.67,-0.1,0.39,0.72,0.76,-0.29,-0.45,-0.25,,-0.47,-0.07,-0.23,GO0003704@GO0005634@GO0005737@GO0001403@GO0007124@GO0000501@GO0042710
-0.42,-0.76,-0.3,-0.97,-0.25,-0.43,,-0.36,-0.1,-0.54,-0.43,-0.74,-0.1,-0.54,-0.12,-0.3,-0.14,-0.07,-0.38,-0.81,-0.62,-0.4,-0.42,-0.17,-0.62,-0.34,,-0.22,-0.2,-0.04,-0.15,-0.49,-0.56,-0.22,-0.15,-0.42,-0.18,-0.36,-0.3,0.12,0.18,-0.47,-0.3,-0.03,-0.25,-0.23,0.03,-0.74,-0.12,,-0.29,-0.58,-0.42,-0.22,-0.12,-0.43,-0.14,-0.36,0.2,-0.25,0.14,1.24,-0.23,1.99,-0.2,-0.51,-1.6,-0.3,0.18,0.67,0.38,-0.51,-0.43,-0.6,-0.42,-0.47,-0.34,-0.3,-0.4,GO0031202@GO0005682@GO0005685@GO0046540@GO0000398
-0.27,-0.86,-0.67,-0.92,-0.36,-0.64,-0.43,-0.51,-0.29,0.11,0.04,-0.09,-0.25,-0.22,-0.51,-0.2,-0.47,-0.03,-0.18,-0.25,-0.64,0.21,0.11,0.12,-0.17,0.24,0.32,0.62,-0.1,0.32,0.32,0.36,0.21,0.03,-0.45,-0.42,-0.12,-0.1,0.15,-0.07,-0.47,-0.18,-0.15,-0.25,-0.38,-0.42,-0.54,-0.3,-0.36,-0.2,-0.76,-1.18,-0.86,-0.07,-0.76,-1.36,0.38,0.63,-0.14,0.58,0.28,0.32,0.5,-0.03,-1.43,-0.94,-0.32,-0.94,0.55,0.04,0.75,0.7,0.18,0.37,0.23,-0.38,-0.4,-0.47,-0.1,GO0008320@GO0005643@GO0005737@GO0051292@GO0006606
-0.38,0.01,-0.38,-0.51,-0.27,-0.54,-0.04,0.45,0.03,0.08,-0.18,0.04,-0.34,-0.2,-0.09,0.15,-0.12,0.03,-0.03,-0.64,-0.69,-0.17,-0.51,-0.3,-0.06,-0.2,0.11,0.33,-0.49,0.26,-0.43,-0.1,-0.23,-0.15,-0.45,-0.3,-0.3,-0.09,-0.32,-0.38,-0.43,-0.29,-0.62,-0.6,-0.4,-0.47,-0.76,-0.07,-0.2,-0.15,-0.47,-0.49,-0.49,0.21,-0.51,-0.81,0.08,0.36,-0.04,0.37,0.28,0.48,0.03,-0.6,-0.3,-0.42,-0.27,-1.79,0.19,0.1,0.23,0.71,0.19,0.3,0.28,-0.29,-0.03,0.29,-0.03,GO0004697@GO0005634@GO0005856@GO0030427@GO0005737@GO0006468@GO0007243@GO0007015@GO0007047
-0.22,-0.25,-0.23,-0.34,-0.6,-0.54,-0.17,-0.4,-0.29,-0.09,-0.4,-0.25,-0.42,-0.67,-0.43,-0.49,-0.64,-0.25,-0.54,-0.47,0.44,-0.23,-0.42,-0.49,-0.67,,-0.1,0.2,-0.17,0.04,0.03,,-0.09,-0.34,-0.25,-0.32,-0.06,-0.23,-0.51,-0.51,-0.32,-0.56,-0.47,-0.79,-0.36,-0.49,-0.36,-0.49,-0.27,-0.04,-0.01,-0.14,0.26,-0.14,-0.47,-0.09,-0.04,0.03,-0.29,-0.18,-0.04,0.29,0.24,0.61,-0.92,-0.64,-0.64,-0.94,-0.07,0.89,0.01,0.38,-0.27,-0.09,0.43,-0.56,-0.38,0.21,0.04,GO0003684@GO0003723@GO0005724@GO0000724@GO0006303@GO0006342@GO0000723@GO0007535
0.21,0.06,0.75,0.33,0.98,0.92,0.42,0.5,0.63,0.41,1.02,-0.29,0.07,-0.15,0.57,0.43,0.36,0.48,-0.58,-0.69,-0.27,-0.49,-0.15,-1.09,-0.86,-0.69,-0.23,-0.49,-0.58,-0.6,-0.4,-0.47,-0.27,-0.04,-0.34,0.03,-0.03,0.14,0.14,-0.04,-0.2,-0.23,-0.45,-0.04,-0.18,-0.12,-0.34,-0.51,-0.23,-0.29,-0.36,-0.09,-0.27,-0.12,-0.09,0.07,-0.49,-0.62,-0.07,,0.16,0.33,-0.47,0.39,-1.06,-0.1,-0.54,-1.43,-0.01,0.46,0.34,0.34,-0.12,-0.04,-0.09,-0.36,-0.43,-0.67,-0.49,GO0005198@GO0005643@GO0006998@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
-0.17,,0.37,0.18,-0.25,-0.25,-0.14,,0.1,-0.07,0.34,,-0.2,-0.32,-0.23,-0.03,-0.17,0.07,-0.32,-0.23,0.01,0.26,0.34,0.21,0.1,0.12,0.1,0.01,0.03,-0.07,0.08,0.04,0.16,-0.27,-0.47,-1.03,-1.09,0.1,-0.56,0.84,-0.03,-0.97,-0.42,,-0.56,-1.06,-0.74,-0.04,,-0.23,-0.47,-0.42,-0.79,-0.09,-0.47,-0.03,0.93,0.14,-0.03,0.1,0.18,0.16,-0.09,0.31,-0.34,-0.45,-0.36,-0.03,0.31,-0.04,1.1,1.79,-0.09,-0.09,0.04,-0.43,-0.74,0.23,-0.3,GO0004674@GO0030478@GO0006468@GO0007266@GO0030468@GO0007096@GO0007118@GO0000910@GO0019236
0.4,0.14,0.15,,0.12,0.1,0.16,0.03,0.06,0.08,0.08,0.14,0.04,0.24,-0.01,-0.01,0.03,0.37,0.48,0.15,-0.03,0.81,0.7,0.52,0.5,0.48,0.41,0.34,0.14,0.19,0.16,0.62,-0.3,-0.09,0.04,0.16,0.34,0.03,0.12,0.01,-0.1,0.07,-0.14,-0.56,0.11,-0.09,-0.1,-0.3,-0.18,-0.14,-0.2,-0.06,-0.32,-0.32,-0.01,-0.04,-0.12,-0.3,0.5,0.15,0.23,0.08,0.07,0.9,-1.6,-1.12,-0.06,-0.34,0.94,0.48,1.07,1.07,0.11,0.06,-0.1,-0.4,-0.51,-0.23,-0.27,GO0004815@GO0003723@GO0005737@GO0006412
-0.09,-0.38,,0.07,0.04,0.11,0.11,-0.07,-0.09,-0.06,-0.14,0.29,-0.03,-0.01,0.11,-0.06,0.23,-0.14,0.43,-0.12,-0.07,-0.22,0.4,0.34,0.04,0.31,0.2,0.03,0.06,0.08,0.12,0.23,0.04,0.06,0.04,0.06,-0.04,-0.25,0.04,-0.18,-0.14,,-0.38,-0.71,-0.01,-0.3,-0.34,0.18,-0.47,-0.47,0.1,0.07,0.34,-0.36,0.26,0.45,0.12,0.23,-0.25,0.4,0.28,0.42,0.18,0.87,-0.36,-0.54,-0.23,0.03,0.32,0.24,1.33,1.45,0.32,-0.15,0.26,-0.17,-0.27,-0.42,-0.34,GO0005198@GO0005643@GO0006388@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408@GO0006409
-0.43,-0.51,-0.62,-0.36,-0.34,-0.4,-0.18,,-0.42,-0.27,-0.45,-0.15,-0.51,,-0.43,-0.25,-0.23,0.12,0.08,-0.12,-0.12,-0.17,-0.12,0.1,-0.06,0.07,0.25,0.28,-0.14,0.01,0.08,-1.06,0.01,-0.1,-0.18,-0.18,0.03,-0.1,-0.12,0.1,-0.1,-0.34,-0.43,-0.36,-1,-0.29,-0.67,-0.43,-0.97,-0.64,-0.2,-0.43,-0.36,-0.4,0.15,-0.25,-0.6,-0.25,-0.29,-0.3,-0.29,0.19,0.24,0.16,-0.79,-0.43,-0.42,-0.58,-0.12,0.01,,0.51,-0.38,-0.84,-0.12,-0.32,-0.32,0.15,-0.14,GO0016566@GO0000228@GO0000122
-0.45,-0.17,-0.14,0.03,-0.43,-0.27,-0.15,0.16,-0.25,0.08,-0.18,0.29,-0.07,0.04,-0.3,0.32,-0.6,0.11,-0.12,0.26,-0.43,-0.3,-0.27,-0.1,-0.03,0.45,0.55,0.19,0.19,0.32,0.7,0.62,-0.09,0.06,-0.14,-0.07,-0.12,-0.1,0.01,0.28,-0.04,-0.29,-0.45,-0.22,-0.23,-0.18,-0.47,-0.06,-0.07,-0.3,-0.76,-0.29,-0.54,0.32,-0.17,-0.27,-0.27,-0.36,0.15,0.06,-0.09,-0.04,,0.92,-0.34,-0.56,-0.71,-0.17,-0.36,0.52,0.03,0.39,-0.29,-0.1,0.3,-0.34,-0.3,0.5,-0.09,GO0004092@GO0005739@GO0009437@GO0006066
0.42,1.03,0.84,0.37,0.18,0.43,0.38,0.32,0.11,0.03,,0.03,,-0.12,-0.12,-0.04,-0.04,0.2,-0.2,-0.64,-0.1,0.2,0.36,-0.2,-0.25,-0.51,-0.43,-0.4,,-0.51,-0.64,-0.4,-0.29,-0.43,0.12,0.11,-0.25,-0.38,-0.47,-0.58,-0.34,-0.97,-0.94,-0.49,-0.81,-1.06,-1.06,-0.76,-0.4,-0.94,-0.58,-0.36,-1.06,-0.22,-0.38,0.06,0.29,0.64,0.2,0.59,0.44,0.2,0.32,0.64,-0.6,-0.07,0.07,0.1,0.08,0.36,0.54,0.08,-0.32,-0.27,0.19,-0.2,-0.34,0.5,-0.04,GO0003674@GO0016021@GO0008150
