chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,class
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0030295@GO0005828@GO0051233@GO0006468@GO0007059@GO0000723
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015218@GO0005739@GO0000002@GO0006864
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0032266@GO0005934@GO0005935@GO0043332@GO0000131@GO0030468@GO0000753
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0017171@GO0005575@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.1,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004039@GO0004847@GO0005737@GO0000256@GO0019627
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0030528@GO0000417@GO0005634@GO0006336@GO0006368@GO0000083
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0031386@GO0005624@GO0006914@GO0006623
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0031202@GO0005681@GO0000370
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0005737@GO0042254
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016563@GO0005634@GO0009228@GO0045944
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015116@GO0005886@GO0008272
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015319@GO0005886@GO0006817
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0032093@GO0019887@GO0005737@GO0001402@GO0000750@GO0000161@GO0019236
0,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.03,0,0,1,1,1,1,5,5,5,1,GO0000030@GO0005783@GO0030433@GO0006506@GO0016485
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0005737@GO0000742@GO0007126@GO0000080@GO0007329@GO0046020
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005732@GO0005730@GO0006365@GO0042254
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0015123@GO0008519@GO0005739@GO0005886@GO0019740@GO0006259@GO0007126@GO0015696@GO0006846
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004816@GO0005739@GO0006412
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003924@GO0019897@GO0015809@GO0015819@GO0042147
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004709@GO0005575@GO0006468@GO0007231@GO0000168
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0000403@GO0000404@GO0000406@GO0005634@GO0005737@GO0000735@GO0000710@GO0006312
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0001406@GO0005886@GO0001407
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004672@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003723@GO0005686@GO0000245
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.32,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003723@GO0005739@GO0006412@GO0006397
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005625@GO0006461@GO0006888
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0017112@GO0030897@GO0000324@GO0005774@GO0042144@GO0000723
0,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.09,0,0,0.26,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003729@GO0005685@GO0006376
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004660@GO0005965@GO0018347
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0046540@GO0000398
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.09,0,0,0.3,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004693@GO0008353@GO0019912@GO0016251@GO0005675@GO0006468@GO0006367@GO0045944
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0030515@GO0005732@GO0030692@GO0005739@GO0005730@GO0006365@GO0030490@GO0042254@GO0042274
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.05,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005643@GO0005739@GO0016973
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005940@GO0030468@GO0000902@GO0000910
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005100@GO0005739@GO0005935@GO0005737@GO0007264@GO0009272
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005353@GO0005355@GO0015578@GO0005886@GO0008645
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0005840@GO0005634@GO0005730@GO0008150
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0006281
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005529@GO0005788@GO0030433
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.03,0,0,1,1,1,1,5,5,5,1,GO0004806@GO0005575@GO0006629
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0030690@GO0000027@GO0042254
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005730@GO0006364@GO0042254
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0000386@GO0031202@GO0005681@GO0000350
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0030008@GO0030242@GO0016050@GO0007126@GO0006888
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0000182@GO0005730@GO0006310@GO0000183@GO0007580@GO0001302@GO0008156
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004672@GO0005624@GO0005886@GO0006887
0,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.12,0,0,0.31,0,0,0.06,0,0,1,1,1,1,5,5,5,1,GO0015431@GO0015127@GO0005774@GO0010038@GO0042493@GO0015723
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005085@GO0032045@GO0005794@GO0000139@GO0042147
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005643@GO0030029@GO0007067@GO0006611@GO0006406
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0007121@GO0042254@GO0000723@GO0006950
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0005743@GO0006412
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0030527@GO0042393@GO0000783@GO0005677@GO0005724@GO0006303@GO0006342@GO0001308@GO0000723
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005849@GO0006369@GO0006379@GO0006378
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005778@GO0007031
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004830@GO0005739@GO0006436
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016564@GO0000118@GO0005634@GO0006348@GO0030466@GO0000723@GO0007088
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016251@GO0000112@GO0005675@GO0006289@GO0000717@GO0006367@GO0007070
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003923@GO0042765@GO0016255
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0030466
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0008150
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0042626@GO0016021@GO0006810
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0016020@GO0006486@GO0006621
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005681@GO0000398@GO0007049
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0016279@GO0005634@GO0016571@GO0000725@GO0006289@GO0006301@GO0006348@GO0000077@GO0040020
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008134@GO0005634@GO0001403
0,21,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0008574@GO0005868@GO0005881@GO0030473
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0000011@GO0000723@GO0007035@GO0006623
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003684@GO0005515@GO0000228@GO0007004@GO0000077@GO0045184
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0009277@GO0030476@GO0030437
0,20,0.1,0,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,1,1,5,5,5,1,GO0004674@GO0005634@GO0005628@GO0005737@GO0006468@GO0030476@GO0030437
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0015631@GO0016272@GO0005737@GO0007021
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005462@GO0005783@GO0006038@GO0015788
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005086@GO0005798@GO0000137@GO0030036@GO0006888@GO0006890@GO0006891
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.07,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004003@GO0003682@GO0005656@GO0042555@GO0005634@GO0005737@GO0006267@GO0006270@GO0006268
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0009055@GO0005758@GO0005739@GO0006118
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003777@GO0005871@GO0005739@GO0000778@GO0005876@GO0030472@GO0000070@GO0000092
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005353@GO0005355@GO0015578@GO0005886@GO0008645
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0005730@GO0042273
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003924@GO0005634@GO0005730@GO0006364@GO0042254
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0000145@GO0005934@GO0005935@GO0000131@GO0007121@GO0006906@GO0006904@GO0000910@GO0006887@GO0006893
1,22,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0042138@GO0007131@GO0030437
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008047@GO0005628@GO0006031@GO0030437
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004843@GO0005737@GO0016579
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003704@GO0005634@GO0005737@GO0001403@GO0007124@GO0000501@GO0042710
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004681@GO0005634@GO0000329@GO0005886@GO0006468
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004672@GO0005737@GO0006006@GO0006468@GO0006261
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.03,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0030435
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005519@GO0000133@GO0030478@GO0007121@GO0007266@GO0007015@GO0007124@GO0031384@GO0031385
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0031202@GO0005682@GO0046540@GO0000396
1,41,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003690@GO0003697@GO0005634@GO0000794@GO0007131@GO0000709@GO0007126
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.1,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004730@GO0005634@GO0005737@GO0006396
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003677@GO0000228@GO0007131
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005774@GO0042144@GO0008104
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0015082@GO0005886@GO0015693
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0015171@GO0005886@GO0006865
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.03,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0009228@GO0008614
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0031202@GO0005634@GO0000398
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005575@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004057@GO0005737@GO0016598
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.04,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004573@GO0005789@GO0006487@GO0007047
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0042729@GO0000778@GO0005819@GO0005816@GO0005876@GO0030472@GO0031110
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0005737@GO0006827@GO0045944
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0005739@GO0005816@GO0007020
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008047@GO0005680@GO0008054@GO0000022@GO0000070@GO0007091@GO0007092
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004004@GO0031202@GO0005681@GO0005739@GO0006365@GO0030489@GO0030490@GO0042254@GO0000391@GO0042273
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0008623@GO0006348@GO0046020
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005783@GO0006890
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005737@GO0009060
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0000158@GO0000159@GO0005634@GO0005934@GO0005935@GO0006412@GO0006470@GO0007015@GO0007124@GO0007094@GO0001100@GO0007117
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.05,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004722@GO0005739@GO0005737@GO0000082
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003723@GO0005685@GO0000398
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.03,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003709@GO0000127@GO0006384
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.03,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0005783@GO0006511@GO0006397@GO0015031
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008565@GO0030120@GO0000723@GO0006886@GO0006893
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005089@GO0004871@GO0005622@GO0007264@GO0030468@GO0007015@GO0007047@GO0007117
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0051082@GO0005739@GO0005743@GO0016021@GO0009060
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005200@GO0042729@GO0000778@GO0005819@GO0005828@GO0051233@GO0030472@GO0031110
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0030008@GO0006888
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004026@GO0005783@GO0005737@GO0008202
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004105@GO0005635@GO0005634@GO0005794@GO0006657
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0016021@GO0008150
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0008047@GO0005680@GO0030163@GO0030476@GO0007127@GO0030437
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0005515@GO0008047@GO0005777@GO0005829@GO0006625
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.06,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005634@GO0042255@GO0030036@GO0042254@GO0007089
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003700@GO0005634@GO0030447
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004402@GO0004674@GO0016251@GO0005669@GO0006468@GO0006367@GO0000114
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.04,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004553@GO0005840@GO0005739@GO0008150
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0003674@GO0005739@GO0008150
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0015343@GO0016023@GO0005768@GO0005886@GO0009237@GO0006879@GO0015892
1,20,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.03,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0015228@GO0005739@GO0005743@GO0015880
1,21,0.1,0.1,0.1,0.1,0,0,0,0.07,0.02,0,0,0.02,0,0,0.18,0,0,1,1,1,1,5,5,5,1,GO0004828@GO0005739@GO0005737@GO0009060@GO0006434@GO0001403@GO0007124
